player_name,country_of_citizenship_x,current_club_name,Total Assist,Total Red Card,Total Yellow Card,Total Goals
Davie Selke,Germany,Hertha BSC,17,0,31,43
Florian Niederlechner,Germany,Hertha BSC,24,0,17,43
Franco VÃ¡zquez,Argentina,Sevilla FC,34,2,58,43
Jackson MartÃ­nez,Colombia,Portimonense SC,11,0,17,43
Juan Mata,Spain,Galatasaray,41,0,20,43
Kalifa Coulibaly,Mali,FC Nantes,12,0,19,43
Marko Livaja,Croatia,AEK Athens,27,2,66,43
Martin Pusic,Austria,AC Horsens,8,0,10,43
Mbaye Leye,Senegal,Royal Excel Mouscron (-2022),14,0,17,43
Reza Ghoochannejhad,Iran,PEC Zwolle,6,1,5,43
Sandro Wagner,Germany,Bayern Munich,13,1,25,43
Simone Verdi,Italy,Hellas Verona,34,1,31,43
Steve MouniÃ©,Benin,Stade Brestois 29,13,1,16,43
Taison,Brazil,PAOK Thessaloniki,56,1,28,43
Umut Bulut,Turkey,Yeni Malatyaspor,9,0,27,43
Viktor Claesson,Sweden,FK Krasnodar,29,0,14,43
Ahmed Musa,Nigeria,Sivasspor,23,0,9,42
Arouna KonÃ©,Cote d'Ivoire,Sivasspor,12,0,13,42
Cengiz Ãœnder,Turkey,Olympique Marseille,29,0,16,42
Danilo,Belgium,Antalyaspor,13,2,4,42
Danilo,Brazil,Feyenoord Rotterdam,13,2,4,42
Emiliano Marcondes,Denmark,AFC Bournemouth,15,0,11,42
Emmanuel Dennis,Nigeria,Nottingham Forest,17,1,37,42
Evgeniy Lutsenko,Russia,Arsenal Tula,19,0,18,42
Gervinho,Cote d'Ivoire,Aris Thessaloniki,18,0,7,42
Harvey Barnes,England,Leicester City,29,0,6,42
Henry Onyekuru,Nigeria,Adana Demirspor,19,0,19,42
John Guidetti,Sweden,Deportivo AlavÃ©s,15,0,25,42
Jonathas,Brazil,Hannover 96,16,0,31,42
Kris Doolan,Scotland,Partick Thistle FC,6,0,4,42
Mason Mount,England,Chelsea FC,43,0,25,42
Moses Simon,Nigeria,FC Nantes,40,0,17,42
Petros Mantalos,Greece,AEK Athens,54,1,53,42
Robin Quaison,Sweden,1.FSV Mainz 05,17,0,22,42
Siebe Schrijvers,Belgium,Oud-Heverlee Leuven,32,0,29,42
Vincenzo Grifo,Italy,SC Freiburg,46,1,7,42
Vladyslav Kulach,Ukraine,Dynamo Kyiv,7,0,29,42
Casemiro,Brazil,Manchester United,35,2,114,41
Emre Akbaba,Turkey,Galatasaray,28,0,21,41
Gelson Martins,Portugal,AS Monaco,35,1,28,41
Glenn Murray,England,Brighton & Hove Albion,6,0,21,41
Jonathan Bamba,Cote d'Ivoire,LOSC Lille,41,0,22,41
LoÃ¯c RÃ©my,France,Stade Brestois 29,5,0,11,41
Ludovic Blas,France,FC Nantes,30,0,37,41
Roberto Inglese,Italy,Parma Calcio 1913,11,0,12,41
Roberto Soriano,Italy,Bologna FC 1909,39,4,59,41
Robin Gosens,Germany,Inter Milan,27,0,40,41
Romain Hamouma,France,AC Ajaccio,36,1,32,41
Sergio LeÃ³n,Spain,Real Valladolid CF,3,1,12,41
Simy,Nigeria,US Salernitana 1919,7,0,4,41
Tecatito,Mexico,Sevilla FC,65,0,52,41
Tomas Necid,Czech Republic,ADO Den Haag,10,1,17,41
Wilson Eduardo,Angola,Alanyaspor,24,1,10,41
Yevgen Shakhov,Ukraine,Zorya Lugansk,21,1,48,41
Aatif Chahechouhe,Morocco,Fatih KaragÃ¼mrÃ¼k,12,0,15,40
Anders Dreyer,Denmark,FC Midtjylland,29,0,6,40
Diego Perotti,Argentina,US Salernitana 1919,32,3,21,40
Greg Stewart,Scotland,Rangers FC,42,0,26,40
HÃ©lder Guedes,Portugal,VitÃ³ria SetÃºbal FC,10,1,20,40
James Maddison,England,Leicester City,37,0,21,40
Jesse Lingard,England,Nottingham Forest,24,0,31,40
Knowledge Musona,Zimbabwe,KAS Eupen,16,1,11,40
Kyogo Furuhashi,Japan,Celtic FC,10,0,5,40
Louis Moult,England,Motherwell FC,14,0,14,40
Marco Parolo,Italy,SS Lazio,18,0,66,40
Marcus Thuram,France,Borussia MÃ¶nchengladbach,23,3,15,40
Mateo Cassierra,Colombia,Zenit St. Petersburg,16,0,4,40
Mikael Ishak,Sweden,1.FC Nuremberg,8,2,9,40
Nicolas Diguiny,France,Aris Thessaloniki,19,0,26,40
Pylyp Budkivskyi,Ukraine,Desna Chernigiv,9,0,31,40
RaÃºl de TomÃ¡s,Spain,Rayo Vallecano,4,1,19,40
Ritsu Doan,Japan,SC Freiburg,21,0,16,40
Rodrigo de Paul,Argentina,AtlÃ©tico de Madrid,42,4,48,40
Sam Cosgrove,England,Aberdeen FC,7,2,16,40
Stefano Napoleoni,Italy,GÃ¶ztepe,9,0,9,40
Viktor Fischer,Denmark,Royal Antwerp FC,48,0,13,40
Vincent Janssen,Netherlands,Royal Antwerp FC,10,0,8,40
Ã‰der,Italy,Inter Milan,14,0,17,39
Ã‰der,Portugal,Lokomotiv Moscow,14,0,17,39
Cristian Tello,Spain,Real Betis BalompiÃ©,41,0,18,39
FabiÃ¡n Orellana,Chile,Real Valladolid CF,39,2,56,39
Fabinho,Brazil,Liverpool FC,24,0,89,39
Fabinho,Portugal,CD Feirense,24,0,89,39
Fernando Torres,Spain,AtlÃ©tico de Madrid,13,0,23,39
GonÃ§alo Ramos,Portugal,SL Benfica,17,0,16,39
Hamdi Harbaoui,Tunisia,Royal Excel Mouscron (-2022),1,0,24,39
Iker Muniain,Spain,Athletic Bilbao,40,1,35,39
Isco,Spain,Sevilla FC,46,1,28,39
Mamadou Fall,Senegal,Kasimpasa,18,1,16,39
Miralem Pjanic,Bosnia-Herzegovina,FC Barcelona,63,0,73,39
Rony Lopes,Portugal,ESTAC Troyes,29,1,15,39
Sly,Nigeria,FC Pari Nizhniy Novgorod,19,0,38,39
Suso,Spain,Sevilla FC,48,2,29,39
Tim Matavz,Slovenia,Vitesse Arnhem,7,0,9,39
Tom Rogic,Australia,Celtic FC,39,0,13,39
Zakaria Labyad,Morocco,FC Utrecht,27,0,19,39
Alexander Meier,Germany,Eintracht Frankfurt,6,0,3,38
Amr Warda,Egypt,Volos NPS,26,0,33,38
Bartholomew Ogbeche,Nigeria,Willem II Tilburg,6,1,14,38
Benjamin Bourigeaud,France,Stade Rennais FC,39,0,31,38
Bruno Moreira,Portugal,Portimonense SC,11,0,14,38
Daniel Didavi,Germany,VfB Stuttgart,21,0,22,38
Mama BaldÃ©,Guinea-Bissau,ESTAC Troyes,11,2,19,38
Mame Thiam,Senegal,Kayserispor,17,1,11,38
Nathan Redmond,England,Besiktas JK,30,1,16,38
Portu,Spain,Getafe CF,27,0,26,38
Ricardo Quaresma,Portugal,VitÃ³ria GuimarÃ£es SC,62,2,57,38
Rodrygo,Brazil,Real Madrid,32,0,9,38
Vito van Crooij,Netherlands,Sparta Rotterdam,34,0,38,38
Bukayo Saka,England,Arsenal FC,38,0,21,37
Diego RolÃ¡n,Uruguay,CD LeganÃ©s,8,1,10,37
Fran Navarro,Spain,Gil Vicente FC,3,0,10,37
Gianluca Lapadula,Peru,Benevento Calcio,8,1,19,37
Irfan Can Kahveci,Turkey,Fenerbahce,39,4,56,37
Jean-Philippe Mateta,France,Crystal Palace,6,0,13,37
Luca Waldschmidt,Germany,VfL Wolfsburg,17,0,10,37
Manuel Fernandes,Portugal,Apollon Smyrnis,28,0,16,37
Mats Seuntjens,Netherlands,RKC Waalwijk,38,1,30,37
Maximilian Philipp,Germany,SV Werder Bremen,23,0,21,37
MevlÃ¼t Erdinc,Turkey,Fatih KaragÃ¼mrÃ¼k,7,0,8,37
Moussa Diaby,France,Bayer 04 Leverkusen,43,0,23,37
Nacer Chadli,Belgium,Basaksehir FK,25,0,14,37
Nani,Portugal,Venezia FC,34,0,38,37
Patrick Cutrone,Italy,FC Empoli,14,0,11,37
Rafa Mir,Spain,Sevilla FC,2,0,14,37
Rasmus Festersen,Denmark,Odense Boldklub,15,0,13,37
Rodrigo Palacio,Argentina,Bologna FC 1909,33,0,34,37
Sergi Enrich,Spain,SD Eibar,24,0,22,37
Sokol Cikalleshi,Albania,Konyaspor,14,0,11,37
Stefanos Athanasiadis,Greece,PAS Giannina,13,1,38,37
Steven MacLean,Scotland,Heart of Midlothian FC,19,0,29,37
TÃ©ji Savanier,France,Montpellier HSC,32,6,31,37
Ademola Lookman,Nigeria,Atalanta BC,21,0,12,36
AndrÃ© Ayew,Ghana,Nottingham Forest,16,0,25,36
Artem Gromov,Ukraine,SK Dnipro-1,26,0,10,36
Badou Ndiaye,Senegal,Adana Demirspor,25,1,46,36
Bart Ramselaar,Netherlands,FC Utrecht,19,0,8,36
Bashkim Kadrii,Denmark,Odense Boldklub,20,0,14,36
Carlos Soler,Spain,Valencia CF,26,1,39,36
Charlie Austin,England,West Bromwich Albion,11,0,10,36
Cheick DiabatÃ©,Mali,Benevento Calcio,8,1,7,36
Claudio Beauvue,Guadeloupe,SM Caen,9,0,9,36
Deniz TÃ¼rÃ¼c,Turkey,Basaksehir FK,30,2,50,36
Ferran Torres,Spain,FC Barcelona,23,1,19,36
GonÃ§alo PaciÃªncia,Portugal,Celta de Vigo,21,0,29,36
Isaac Kiese Thelin,Sweden,RSC Anderlecht,13,0,16,36
Ivan Toney,England,Brentford FC,10,0,17,36
JoÃ£ozinho,Portugal,GD Estoril Praia,38,1,12,36
JoÃ£ozinho,Russia,FC Sochi,38,1,12,36
Joel Tagueu,Cameroon,CS MarÃ­timo,7,1,18,36
Kaveh Rezaei,Iran,Oud-Heverlee Leuven,13,0,9,36
Marcus Edwards,England,Sporting CP,37,0,12,36
Morgan Sanson,France,Aston Villa,33,0,35,36
Nikola Vlasic,Croatia,Torino FC,23,0,12,36
Noa Lang,Netherlands,Club Brugge KV,29,1,25,36
Pedro Henrique,Brazil,Sivasspor,13,1,55,36
Pieros Sotiriou,Cyprus,FC Copenhagen,9,0,15,36
Saido Berahino,Burundi,SV Zulte Waregem,11,0,8,36
Sandro RamÃ­rez,Spain,Getafe CF,9,0,20,36
Simon Gustafson,Sweden,FC Utrecht,30,1,20,36
Tarik Tissoudali,Morocco,KAA Gent,15,0,6,36
YounÃ¨s Belhanda,Morocco,Adana Demirspor,44,5,56,36
Bruno Gama,Portugal,Aris Thessaloniki,18,0,24,35
Denis Bouanga,Gabon,AS Saint-Ã‰tienne,17,1,20,35
Dodi LukÃ©bakio,Belgium,Hertha BSC,24,0,20,35
Domenico Criscito,Italy,Genoa CFC,22,1,81,35
Edinho,Portugal,CD Feirense,2,1,14,35
Federico Bernardeschi,Italy,Juventus FC,34,2,44,35
Federico Macheda,Italy,MKE AnkaragÃ¼cÃ¼,9,0,20,35
Filip Novak,Czech Republic,Fenerbahce,11,0,20,35
FransÃ©rgio,Brazil,SC Braga,33,3,71,35
Houssem Aouar,Algeria,Olympique Lyon,33,1,15,35
Hugo Cuypers,Belgium,KAA Gent,14,0,3,35
Ilombe Mboyo,Belgium,KAA Gent,19,0,8,35
Jaime Mata,Spain,Getafe CF,11,1,44,35
Junior Fernandes,Chile,Basaksehir FK,21,1,14,35
LoÃ¯s Openda,Belgium,RC Lens,11,3,10,35
Marco van Ginkel,Netherlands,Vitesse Arnhem,17,0,22,35
Musa Barrow,The Gambia,Bologna FC 1909,33,0,4,35
Nasser El Khayati,Netherlands,Willem II Tilburg,25,0,4,35
Saba Lobzhanidze,Georgia,Hatayspor,34,0,4,35
Shinji Kagawa,Japan,Sint-Truidense VV,42,0,11,35
Smail Prevljak,Bosnia-Herzegovina,KAS Eupen,11,0,12,35
StÃ©phane Bahoken,Cameroon,Kasimpasa,9,0,18,35
Ã‰ver Banega,Argentina,Sevilla FC,42,3,80,34
Admir Mehmedi,Switzerland,Antalyaspor,26,0,17,34
Anthony Ujah,Nigeria,1.FC Union Berlin,10,0,8,34
Artem Dovbyk,Ukraine,SK Dnipro-1,7,0,11,34
Benjamin Moukandjo,Cameroon,AE Larisa,5,0,7,34
Beto,Portugal,Udinese Calcio,5,0,11,34
Eljero Elia,Netherlands,FC Utrecht,22,0,24,34
Fashion Sakala,Zambia,Rangers FC,9,0,15,34
Franck RibÃ©ry,France,US Salernitana 1919,53,2,32,34
Giuliano,Brazil,Basaksehir FK,19,1,1,34
Igor de Camargo,Belgium,KV Mechelen,6,0,10,34
Ihlas Bebou,Togo,TSG 1899 Hoffenheim,23,0,10,34
Jarrod Bowen,England,West Ham United,29,0,9,34
Karim Onisiwo,Austria,1.FSV Mainz 05,29,0,18,34
Kemar Roofe,Jamaica,Rangers FC,6,1,8,34
Landry Dimata,Belgium,NEC Nijmegen,8,0,6,34
Marcos Alonso,Spain,FC Barcelona,29,1,51,34
Martin Boyle,Australia,Hibernian FC,27,0,24,34
Marvin PouriÃ©,Germany,Randers FC,11,0,11,34
Nikolay Komlichenko,Russia,FK Rostov,19,0,23,34
Patrick Herrmann,Germany,Borussia MÃ¶nchengladbach,32,0,21,34
Pavel Mamaev,Russia,FK Rostov,27,0,19,34
Rodrigo Pinho,Brazil,SL Benfica,5,0,23,34
Rui Fonte,Portugal,FC FamalicÃ£o,10,1,22,34
Samuel Armenteros,Sweden,Heracles Almelo,3,0,5,34
TetÃª,Brazil,Leicester City,21,0,12,34
Vicente Iborra,Spain,Villarreal CF,15,2,64,34
Yevgen Konoplyanka,Ukraine,Shakhtar Donetsk,24,1,16,34
Yuya Osako,Japan,SV Werder Bremen,24,0,19,34
Ã“scar EstupiÃ±Ã¡n,Colombia,VitÃ³ria GuimarÃ£es SC,5,0,12,33
Ãlex Berenguer,Spain,Athletic Bilbao,35,0,28,33
Adrien Rabiot,France,Juventus FC,24,0,52,33
AndrÃ© AndrÃ©,Portugal,VitÃ³ria GuimarÃ£es SC,19,0,53,33
AndrÃ© SchÃ¼rrle,Germany,Spartak Moscow,20,0,20,33
Andriy Totovytskyi,Ukraine,Shakhtar Donetsk,24,0,13,33
Bernard,Brazil,Panathinaikos Athens,34,0,28,33
Brais MÃ©ndez,Spain,Real Sociedad,26,1,33,33
Christian Doidge,Wales,Kilmarnock FC,9,1,11,33
Dmytro Khlyobas,Ukraine,Desna Chernigiv,6,0,7,33
Eduardo Salvio,Argentina,SL Benfica,28,0,17,33
Eldor Shomurodov,Uzbekistan,Spezia Calcio,19,0,11,33
Eran Zahavi,Israel,PSV Eindhoven,16,0,5,33
Erik Falkenburg,Netherlands,ADO Den Haag,10,0,9,33
Florin Andone,Romania,Brighton & Hove Albion,6,1,25,33
Grzegorz Krychowiak,Poland,Lokomotiv Moscow,21,3,70,33
Guido Burgstaller,Austria,FC Schalke 04,11,0,21,33
Jakob Poulsen,Denmark,FC Midtjylland,58,1,22,33
Jay RodrÃ­guez,England,Burnley FC,10,0,12,33
Joey Veerman,Netherlands,PSV Eindhoven,44,0,11,33
Joshua Kimmich,Germany,Bayern Munich,82,0,41,33
Koke,Spain,AtlÃ©tico de Madrid,70,0,69,33
Kris Boyd,Scotland,Kilmarnock FC,11,1,7,33
Marc Dal Hende,Denmark,SÃ¶nderjyskE,11,0,34,33
Mason Greenwood,England,Manchester United,10,0,4,33
Maximilian Arnold,Germany,VfL Wolfsburg,45,2,77,33
Mike van Duinen,Netherlands,Excelsior Rotterdam,17,0,26,33
Mitchell Te Vrede,Suriname,NAC Breda,1,1,11,33
Mohammed Kudus,Ghana,Ajax Amsterdam,13,0,11,33
Moussa Sow,Senegal,Bursaspor,7,0,5,33
Pascal GroÃŸ,Germany,Brighton & Hove Albion,45,0,34,33
Paul-JosÃ© Mpoku,DR Congo,Konyaspor,25,1,43,33
Pep Biel,Spain,Olympiacos Piraeus,22,0,11,33
Robert Beric,Slovenia,AS Saint-Ã‰tienne,5,1,5,33
Robert MÃ¼hren,Netherlands,FC Volendam,13,0,4,33
RubÃ©n Castro,Spain,Real Betis BalompiÃ©,6,0,7,33
Selim Amallah,Morocco,Real Valladolid CF,16,1,34,33
Shane Long,Ireland,Southampton FC,22,0,18,33
Simon Banza,France,SC Braga,10,1,18,33
Sofiane Boufal,Morocco,Angers SCO,25,1,38,33
Virgil van Dijk,Netherlands,Liverpool FC,17,1,30,33
Yasin Ã–ztekin,Turkey,Sivasspor,16,0,25,33
Zian Flemming,Netherlands,Fortuna Sittard,12,0,12,33
Abdoulaye DoucourÃ©,Mali,Everton FC,30,1,63,32
Aminu Umar,Nigeria,Caykur Rizespor,24,1,21,32
Andreas Skov Olsen,Denmark,Club Brugge KV,16,0,5,32
Antony,Brazil,Manchester United,25,0,16,32
Daniel Wass,Denmark,BrÃ¶ndby IF,39,1,49,32
Daniele Verde,Italy,Spezia Calcio,18,0,4,32
Elye Wahi,France,Montpellier HSC,9,2,11,32
Gerard PiquÃ©,Spain,FC Barcelona,7,2,90,32
Goran Pandev,North Macedonia,Genoa CFC,11,2,22,32
Guido Carrillo,Argentina,Elche CF,14,0,16,32
IsmaÃ¯la Sarr,Senegal,Watford FC,22,0,15,32
Ivelin Popov,Bulgaria,FC Sochi,28,0,43,32
James Milner,England,Liverpool FC,51,0,55,32
Jonathan Calleri,Argentina,CA Osasuna,10,0,25,32
JosÃ© Sosa,Argentina,Fenerbahce,46,0,40,32
Juan Cuadrado,Colombia,Juventus FC,66,4,77,32
Kevin Mirallas,Belgium,Moreirense FC,26,2,28,32
Kevin Nisbet,Scotland,Hibernian FC,9,0,10,32
Kristoffer Peterson,Sweden,FC Utrecht,22,0,8,32
Lewis Ferguson,Scotland,Bologna FC 1909,24,2,49,32
Loren MorÃ³n,Spain,Real Betis BalompiÃ©,6,1,12,32
Lukas Podolski,Germany,Antalyaspor,22,0,26,32
Mats Rits,Belgium,Club Brugge KV,30,0,33,32
Mikael Uhre,Denmark,BrÃ¶ndby IF,11,0,9,32
Mustafa Pektemek,Turkey,Kayserispor,16,1,9,32
Nikolaos Kaltsas,Greece,Asteras Tripolis,24,0,40,32
Rasmus Falk,Denmark,FC Copenhagen,43,1,24,32
Riccardo Saponara,Italy,ACF Fiorentina,39,1,32,32
Ross Barkley,England,OGC Nice,33,0,17,32
Salvador Agra,Portugal,Boavista FC,30,3,26,32
Steven Naismith,Scotland,Heart of Midlothian FC,15,0,30,32
Tolis Vellios,Greece,PAS Lamia 1964,6,0,21,32
Yunus Malli,Turkey,Kasimpasa,26,0,9,32
Ben Rienstra,Netherlands,SC Cambuur Leeuwarden,17,1,27,31
Boulaye Dia,Senegal,US Salernitana 1919,9,0,7,31
Bruno Duarte,Brazil,VitÃ³ria GuimarÃ£es SC,10,0,16,31
Djordje Despotovic,Serbia,Rubin Kazan,11,0,20,31
Evander,Brazil,FC Midtjylland,20,1,18,31
Fabio Borini,Italy,Fatih KaragÃ¼mrÃ¼k,15,1,32,31
Fredy,Angola,Antalyaspor,28,0,33,31
GaÃ«l Kakuta,DR Congo,RC Lens,27,0,15,31
Jamal Musiala,Germany,Bayern Munich,23,0,4,31
Julian Draxler,Germany,SL Benfica,37,2,29,31
Julio TavarÃ¨s,Cape Verde,Dijon FCO,11,0,10,31
Kenny McLean,Scotland,Norwich City,17,1,30,31
Leonardo Bonucci,Italy,Juventus FC,7,1,53,31
Lucas Andersen,Denmark,Aalborg BK,24,0,15,31
Lucas BoyÃ©,Argentina,Elche CF,15,1,29,31
Majeed Waris,Ghana,RC Strasbourg Alsace,15,1,16,31
Marcelo Brozovic,Croatia,Inter Milan,38,0,86,31
Mariano DÃ­az,Dominican Republic,Real Madrid,6,0,15,31
NÃ©lson Oliveira,Portugal,PAOK Thessaloniki,14,0,15,31
Oleksandr Karavaev,Ukraine,Dynamo Kyiv,41,1,12,31
Oumar Niasse,Senegal,Everton FC,17,2,11,31
Rachid Ghezzal,Algeria,Besiktas JK,49,2,35,31
Ricardo Valente,Portugal,Ionikos Nikeas,10,0,22,31
Ryan Kent,England,Rangers FC,54,0,15,31
Sam Lammers,Netherlands,UC Sampdoria,8,0,5,31
Samuel Lino,Brazil,Valencia CF,9,0,13,31
Santi Cazorla,Spain,Villarreal CF,44,0,18,31
Seydou Doumbia,Cote d'Ivoire,Girona FC,11,0,8,31
Sory Kaba,Guinea,FC Midtjylland,15,1,18,31
Stefan KieÃŸling,Germany,Bayer 04 Leverkusen,14,0,9,31
Thiago,Brazil,CD Santa Clara,37,0,40,31
Thiago,Spain,Liverpool FC,37,0,40,31
Umut Bozok,Turkey,Trabzonspor,14,0,7,31
Viktor Kovalenko,Ukraine,Spezia Calcio,13,0,18,31
Vladimir Iljin,Russia,Akhmat Grozny,12,0,26,31
Yusupha Njie,The Gambia,Boavista FC,5,1,17,31
Ã“scar Scarione,Argentina,MKE AnkaragÃ¼cÃ¼,7,0,6,30
Achraf Hakimi,Morocco,Paris Saint-Germain,41,2,32,30
Adam Maher,Netherlands,FC Utrecht,36,0,37,30
Alan Dzagoev,Russia,CSKA Moscow,33,0,27,30
Alberto Paloschi,Italy,Cagliari Calcio,8,0,10,30
Alessandro Matri,Italy,Brescia Calcio,10,2,14,30
Anton Zabolotnyi,Russia,CSKA Moscow,19,0,21,30
Antonio Colak,Croatia,Rangers FC,4,0,6,30
Artem Besedin,Ukraine,Dynamo Kyiv,8,0,25,30
Bernard Berisha,Kosovo,Akhmat Grozny,21,0,52,30
Branimir Hrgota,Sweden,SpVgg Greuther FÃ¼rth,12,0,7,30
Christoph Baumgartner,Austria,TSG 1899 Hoffenheim,22,0,27,30
Daniel Ginczek,Germany,VfL Wolfsburg,14,0,13,30
Daniil Fomin,Russia,Dynamo Moscow,14,0,25,30
Dante Vanzeir,Belgium,Royale Union Saint Gilloise,13,1,5,30
Diego Biseswar,Suriname,PAOK Thessaloniki,44,0,27,30
Diego Farias,Brazil,Cagliari Calcio,26,1,28,30
Emmanuel Adebayor,Togo,Kayserispor,10,0,15,30
Emre Can,Germany,Borussia Dortmund,19,2,76,30
FaÃ¯z Selemani,Comoros,KV Kortrijk,16,1,12,30
FodÃ© Koita,Guinea,Kasimpasa,12,0,14,30
Galeno,Brazil,FC Porto,30,0,27,30
HernÃ¢ni,Portugal,Rio Ave FC,23,0,14,30
Jens Odgaard,Denmark,AZ Alkmaar,13,0,5,30
Jeremain Lens,Netherlands,Besiktas JK,43,1,43,30
JoaquÃ­n,Spain,Real Betis BalompiÃ©,39,0,28,30
Joel Pohjanpalo,Finland,Bayer 04 Leverkusen,1,0,0,30
JosÃ© Izquierdo,Colombia,Club Brugge KV,13,0,17,30
Josip Brekalo,Croatia,ACF Fiorentina,20,0,8,30
Junya Ito,Japan,Stade Reims,44,1,15,30
Justin Kluivert,Netherlands,Valencia CF,25,1,27,30
Kane Hemmings,England,Dundee FC,6,0,3,30
Kyle Lafferty,Northern Ireland,Kilmarnock FC,5,1,26,30
Lazaros Lamprou,Greece,Excelsior Rotterdam,22,0,9,30
Levi GarcÃ­a,Trinidad and Tobago,AEK Athens,22,1,10,30
Lucas VÃ¡zquez,Spain,Real Madrid,53,0,36,30
Marco Borriello,Italy,Cagliari Calcio,7,1,16,30
Marko Markovski,Serbia,APO Levadiakos,9,0,22,30
Martin Harnik,Austria,SV Werder Bremen,11,1,10,30
Massimo Maccarone,Italy,FC Empoli,13,1,11,30
Maxime Lestienne,Belgium,Standard LiÃ¨ge,30,0,16,30
Miguel Cardoso,Portugal,Kayserispor,22,0,38,30
Moussa KonatÃ©,Senegal,Sivasspor,5,0,15,30
Nikola Stojiljkovic,Serbia,SC Farense,7,0,16,30
Nikola Storm,Belgium,KV Mechelen,22,1,5,30
Paolo Hurtado,Peru,Konyaspor,12,0,22,30
Rai Vloet,Netherlands,Ural Yekaterinburg,9,1,13,30
Ronnie Schwartz,Denmark,FC Midtjylland,7,0,11,30
Stevie May,Scotland,St. Johnstone FC,27,0,9,30
Thomas Delaney,Denmark,TSG 1899 Hoffenheim,28,0,69,30
Wesley Moraes,Brazil,Aston Villa,14,2,15,30
Ã“scar Cardozo,Paraguay,Olympiacos Piraeus,6,0,13,29
ÃdÃ¡m Szalai,Hungary,1.FSV Mainz 05,15,2,18,29
AdriÃ¡n Dalmau,Spain,FC Utrecht,5,0,13,29
Adrien Hunou,France,Angers SCO,6,0,8,29
Alejandro DomÃ­nguez,Argentina,Olympiacos Piraeus,17,0,10,29
Aleksandr Samedov,Russia,Krylya Sovetov Samara,19,0,17,29
Allan Sousa,Brazil,Aalborg BK,23,0,38,29
Ã–mer Ali Sahiner,Turkey,Basaksehir FK,24,0,45,29
ArbÃ«r Zeneli,Kosovo,Stade Reims,35,0,1,29
Awer Mabil,Australia,CÃ¡diz CF,34,2,15,29
Bernard Mensah,Ghana,Kayserispor,28,2,57,29
Bibras Natcho,Israel,Olympiacos Piraeus,29,0,20,29
Carlos Tevez,Argentina,Juventus FC,10,0,12,29
ChÃ© Adams,Scotland,Southampton FC,15,0,3,29
Chris Kane,Scotland,St. Johnstone FC,16,0,23,29
Christian Jakobsen,Denmark,Lyngby BK,12,0,16,29
Claudio Pizarro,Peru,SV Werder Bremen,10,0,5,29
Clinton N'Jie,Cameroon,Sivasspor,20,0,14,29
Daniel Sturridge,England,Trabzonspor,15,0,4,29
Danijel Milicevic,Bosnia-Herzegovina,KAS Eupen,35,0,7,29
Djalma,Angola,SC Farense,27,0,21,29
Douglas Costa,Brazil,Juventus FC,50,1,18,29
Franco Di Santo,Argentina,GÃ¶ztepe,7,1,23,29
Gabriel Martinelli,Brazil,Arsenal FC,17,0,12,29
Gary Mackay-Steven,Scotland,Heart of Midlothian FC,34,0,6,29
Granit Xhaka,Switzerland,Arsenal FC,36,5,102,29
HÃ©ctor Herrera,Mexico,AtlÃ©tico de Madrid,32,1,40,29
Hamza Younes,Tunisia,AE Larisa,7,0,10,29
Hatem Ben Arfa,France,LOSC Lille,16,0,10,29
LÃ©o BaptistÃ£o,Brazil,UD AlmerÃ­a,12,0,12,29
LÃ©o Matos,Brazil,PAOK Thessaloniki,23,0,61,29
Leonardo Bittencourt,Germany,SV Werder Bremen,32,1,39,29
Luciano Narsingh,Netherlands,Feyenoord Rotterdam,34,0,3,29
Manu Trigueros,Spain,Villarreal CF,32,2,56,29
Marco Benassi,Italy,ACF Fiorentina,14,1,42,29
Mark Noble,England,West Ham United,16,2,41,29
Matheus Cunha,Brazil,Wolverhampton Wanderers,19,0,19,29
Mayron George,Costa Rica,FC Midtjylland,6,0,27,29
Nuno Santos,Portugal,Sporting CP,36,1,23,29
Oleg Shatov,Russia,Ural Yekaterinburg,43,1,26,29
OtÃ¡vio,Brazil,FC Girondins Bordeaux,70,0,66,29
OtÃ¡vio,Portugal,FC Porto,70,0,66,29
Petar Skuletic,Serbia,Montpellier HSC,6,2,5,29
Pierre Lees-Melou,France,Stade Brestois 29,25,4,41,29
Roman Eremenko,Finland,FK Rostov,23,0,19,29
Rouwen Hennings,Germany,Fortuna DÃ¼sseldorf,7,0,7,29
Sergey Tkachev,Russia,Arsenal Tula,30,0,30,29
Adnane Tighadouini,Morocco,Esbjerg fB,4,0,9,28
Aleksandr Golovin,Russia,AS Monaco,35,2,40,28
Alex Schalk,Netherlands,Ross County FC,10,0,4,28
Ali Crawford,Scotland,St. Johnstone FC,30,0,17,28
Andrey Mostovoy,Russia,Zenit St. Petersburg,14,0,4,28
Andros Townsend,England,Everton FC,33,0,15,28
Arnaut Danjuma,Netherlands,Tottenham Hotspur,8,0,3,28
Brandley Kuwas,Curacao,Giresunspor,42,0,10,28
Chuba Akpom,England,PAOK Thessaloniki,12,0,15,28
Davidson,Brazil,Alanyaspor,30,1,17,28
Duje Cop,Croatia,Standard LiÃ¨ge,12,0,15,28
FÃ¡bio Martins,Portugal,SC Braga,15,1,33,28
FabiÃ¡n Ruiz,Spain,Paris Saint-Germain,24,0,22,28
Fernando,Brazil,Antalyaspor,17,1,63,28
Florent Mollet,France,FC Schalke 04,18,2,33,28
